id,source_id,date_added
180,sjr_14719,11-29-2023
181,sjr_4700152228,11-29-2023
182,sjr_21101007236,11-29-2023
183,sjr_24769,11-29-2023
184,sjr_21101049051,11-29-2023
185,sjr_21100786228,11-29-2023
186,sjr_21101070988,11-29-2023
187,sjr_27162,11-29-2023
188,sjr_15388,11-29-2023
189,sjr_17600155041,11-29-2023
190,sjr_29838,11-29-2023
191,sjr_7500153126,11-29-2023
192,sjr_17600155130,11-29-2023
193,sjr_22005,11-29-2023
194,sjr_17900156736,11-29-2023
195,sjr_22899,11-29-2023
196,sjr_25491,11-29-2023
197,sjr_19066,11-29-2023
198,sjr_14621,11-29-2023
199,sjr_24212,11-29-2023
200,sjr_22680,11-29-2023
201,sjr_17555,11-29-2023
202,sjr_6400153137,11-29-2023
203,sjr_24668,11-29-2023
204,sjr_21101027628,11-29-2023
205,sjr_16512,11-29-2023
206,sjr_18567,11-29-2023
207,sjr_22126,11-29-2023
208,sjr_25037,11-29-2023
209,sjr_28973,11-29-2023
210,sjr_12812,11-29-2023
211,sjr_29229,11-29-2023
212,sjr_16160,11-29-2023
213,sjr_27538,11-29-2023
214,sjr_26465,11-29-2023
215,sjr_18933,11-29-2023
216,sjr_110561,11-29-2023
217,sjr_19133,11-29-2023
218,sjr_21101046404,11-29-2023
219,sjr_21100838541,11-29-2023
220,sjr_15359,11-29-2023
221,sjr_23188,11-29-2023
222,sjr_22687,11-29-2023
223,sjr_25143,11-29-2023
224,sjr_17915,11-29-2023
225,sjr_19700182323,11-29-2023
226,sjr_4000148205,11-29-2023
227,sjr_17435,11-29-2023
228,sjr_21101074917,11-29-2023
229,sjr_21100926579,11-29-2023
230,sjr_19614,11-29-2023
231,sjr_110325,11-29-2023
232,sjr_12459,11-29-2023
233,sjr_21100278313,11-29-2023
234,sjr_18525,11-29-2023
235,sjr_28996,11-29-2023
236,sjr_21100831440,11-29-2023
237,sjr_21100274221,11-29-2023
238,sjr_21100241219,11-29-2023
239,sjr_21191,11-29-2023
240,sjr_5100155078,11-29-2023
241,sjr_21307,11-29-2023
242,sjr_23833,11-29-2023
243,sjr_17249,11-29-2023
244,sjr_21100203115,11-29-2023
245,sjr_13649,11-29-2023
246,sjr_17600155011,11-29-2023
247,sjr_21100416121,11-29-2023
248,sjr_17269,11-29-2023
249,sjr_21708,11-29-2023
250,sjr_21100420314,11-29-2023
251,sjr_21100261712,11-29-2023
252,sjr_29857,11-29-2023
253,sjr_5700191214,11-29-2023
254,sjr_19900191883,11-29-2023
255,sjr_14365,11-29-2023
256,sjr_19700170610,11-29-2023
257,sjr_15870,11-29-2023
258,sjr_19700182758,11-29-2023
259,sjr_21100228540,11-29-2023
260,sjr_29009,11-29-2023
261,sjr_19700188395,11-29-2023
262,sjr_24392,11-29-2023
263,sjr_21101038708,11-29-2023
264,sjr_17700155014,11-29-2023
265,sjr_21100197947,11-29-2023
266,sjr_23860,11-29-2023
267,sjr_144974,11-29-2023
268,sjr_15582,11-29-2023
269,sjr_15555,11-29-2023
270,sjr_21677,11-29-2023
271,sjr_15090,11-29-2023
272,sjr_25454,11-29-2023
273,sjr_21100228546,11-29-2023
274,sjr_22214,11-29-2023
275,sjr_15631,11-29-2023
276,sjr_19600166404,11-29-2023
277,sjr_17552,11-29-2023
278,sjr_21100943502,11-29-2023
279,sjr_16343,11-29-2023
280,sjr_21101101215,11-29-2023
281,sjr_29488,11-29-2023
282,sjr_5200152836,11-29-2023
283,sjr_19700175140,11-29-2023
284,sjr_4700152287,11-29-2023
285,sjr_12499,11-29-2023
286,sjr_21100863648,11-29-2023
287,sjr_145558,11-29-2023
288,sjr_23262,11-29-2023
289,sjr_39139,11-29-2023
290,sjr_21100370017,11-29-2023
291,sjr_21101080487,11-29-2023
292,sjr_21101060200,11-29-2023
293,sjr_28800,11-29-2023
294,sjr_19939,11-29-2023
295,sjr_19817,11-29-2023
296,sjr_26099,11-29-2023
297,sjr_19181,11-29-2023
298,sjr_11500153511,11-29-2023
299,sjr_20246,11-29-2023
300,sjr_21101101212,11-29-2023
301,sjr_18458,11-29-2023
302,sjr_21365,11-29-2023
303,sjr_21100390174,11-29-2023
304,sjr_22330,11-29-2023
305,sjr_29263,11-29-2023
306,sjr_21100981157,11-29-2023
307,sjr_21100457028,11-29-2023
308,sjr_21100942855,11-29-2023
309,sjr_21100201068,11-29-2023
310,sjr_21101045745,11-29-2023
311,sjr_21100903225,11-29-2023
312,sjr_12854,11-29-2023
313,sjr_28312,11-29-2023
314,sjr_21100926577,11-29-2023
315,sjr_23063,11-29-2023
316,sjr_20650,11-29-2023
317,sjr_5200152631,11-29-2023
318,sjr_29709,11-29-2023
319,sjr_23038,11-29-2023
320,sjr_19370,11-29-2023
321,sjr_24254,11-29-2023
322,sjr_28096,11-29-2023
323,sjr_21101091924,11-29-2023
324,sjr_14317,11-29-2023
325,sjr_11300153407,11-29-2023
326,sjr_21100904988,11-29-2023
327,sjr_14599,11-29-2023
328,sjr_21101021078,11-29-2023
329,sjr_21101081601,11-29-2023
330,sjr_12611,11-29-2023
331,sjr_9500153903,11-29-2023
332,sjr_19400158592,11-29-2023
333,sjr_21101030209,11-29-2023
334,sjr_21101083188,11-29-2023
335,sjr_23011,11-29-2023
336,sjr_17339,11-29-2023
337,sjr_21149,11-29-2023
338,sjr_100147318,11-29-2023
339,sjr_11800154593,11-29-2023
340,sjr_22845,11-29-2023
341,sjr_27239,11-29-2023
342,sjr_14816,11-29-2023
343,sjr_21100242814,11-29-2023
344,sjr_13461,11-29-2023
345,sjr_21100284918,11-29-2023
346,sjr_27498,11-29-2023
347,sjr_26555,11-29-2023
348,sjr_21101041823,11-29-2023
349,sjr_17664,11-29-2023
350,sjr_144840,11-29-2023
351,sjr_12963,11-29-2023
352,sjr_16976,11-29-2023
353,sjr_19700188320,11-29-2023
354,sjr_21100819064,11-29-2023
355,sjr_21100834316,11-29-2023
356,sjr_21100824912,11-29-2023
357,sjr_21341,11-29-2023
358,sjr_28371,11-29-2023
359,sjr_21872,11-29-2023
360,sjr_21100327726,11-29-2023
361,sjr_23470,11-29-2023
362,sjr_21100900345,11-29-2023
363,sjr_146215,11-29-2023
364,sjr_21100407195,11-29-2023
365,sjr_22928,11-29-2023
366,sjr_21100470165,11-29-2023
367,sjr_17864,11-29-2023
368,sjr_15131,11-29-2023
369,sjr_12503,11-29-2023
370,sjr_21100199724,11-29-2023
371,sjr_25820,11-29-2023
372,sjr_21100873474,11-29-2023
373,sjr_21121,11-29-2023
374,sjr_28418,11-29-2023
375,sjr_15623,11-29-2023
376,sjr_12396,11-29-2023
377,sjr_24527,11-29-2023
378,sjr_100147317,11-29-2023
379,sjr_13213,11-29-2023
380,sjr_14280,11-29-2023
381,sjr_12977,11-29-2023
382,sjr_144912,11-29-2023
383,sjr_21817,11-29-2023
384,sjr_21100403241,11-29-2023
385,sjr_21100369870,11-29-2023
386,sjr_14179,11-29-2023
387,sjr_13531,11-29-2023
388,sjr_12996,11-29-2023
389,sjr_19600166310,11-29-2023
390,sjr_21100447118,11-29-2023
391,sjr_14639,11-29-2023
392,sjr_22428,11-29-2023
393,sjr_19479,11-29-2023
394,sjr_21100332429,11-29-2023
395,sjr_22833,11-29-2023
396,sjr_16232,11-29-2023
397,sjr_21101073279,11-29-2023
398,sjr_18931,11-29-2023
399,sjr_17700156773,11-29-2023
400,sjr_21100403931,11-29-2023
401,sjr_21100778657,11-29-2023
402,sjr_19992,11-29-2023
403,sjr_4700152457,11-29-2023
404,sjr_19700176402,11-29-2023
405,sjr_26574,11-29-2023
406,sjr_22580,11-29-2023
407,sjr_30020,11-29-2023
408,sjr_30039,11-29-2023
409,sjr_12402,11-29-2023
410,sjr_21100297606,11-29-2023
411,sjr_22990,11-29-2023
412,sjr_14308,11-29-2023
413,sjr_13447,11-29-2023
414,sjr_19700190349,11-29-2023
415,sjr_12817,11-29-2023
416,sjr_21100338350,11-29-2023
417,sjr_19700177027,11-29-2023
418,sjr_21267,11-29-2023
419,sjr_19900192439,11-29-2023
420,sjr_20810,11-29-2023
421,sjr_28825,11-29-2023
422,sjr_20278,11-29-2023
423,sjr_21100401152,11-29-2023
424,sjr_18503,11-29-2023
425,sjr_80370,11-29-2023
426,sjr_21100205926,11-29-2023
427,sjr_24972,11-29-2023
428,sjr_21100420802,11-29-2023
429,sjr_21100330722,11-29-2023
430,sjr_21100262320,11-29-2023
431,sjr_17645,11-29-2023
432,sjr_19169,11-29-2023
433,sjr_13564,11-29-2023
434,sjr_130068,11-29-2023
435,sjr_18555,11-29-2023
436,sjr_17643,11-29-2023
437,sjr_24909,11-29-2023
438,sjr_16594,11-29-2023
439,sjr_22900,11-29-2023
440,sjr_21100924211,11-29-2023
441,sjr_21100228543,11-29-2023
442,sjr_5800173382,11-29-2023
443,sjr_21101041612,11-29-2023
444,sjr_21100218107,11-29-2023
445,sjr_12442,11-29-2023
446,sjr_18437,11-29-2023
447,sjr_29213,11-29-2023
448,sjr_29316,11-29-2023
449,sjr_21100858657,11-29-2023
450,sjr_19049,11-29-2023
451,sjr_21100445640,11-29-2023
452,sjr_19164,11-29-2023
453,sjr_22238,11-29-2023
454,sjr_29914,11-29-2023
455,sjr_15049,11-29-2023
456,sjr_14278,11-29-2023
457,sjr_21101080172,11-29-2023
458,sjr_16547,11-29-2023
459,sjr_18457,11-29-2023
460,sjr_21101098757,11-29-2023
461,sjr_21100368204,11-29-2023
462,sjr_21101012669,11-29-2023
463,sjr_21101021575,11-29-2023
464,sjr_3500148004,11-29-2023
465,sjr_17382,11-29-2023
466,sjr_17853,11-29-2023
467,sjr_26020,11-29-2023
468,sjr_24242,11-29-2023
469,sjr_21100797856,11-29-2023
470,sjr_21101041558,11-29-2023
471,sjr_144675,11-29-2023
472,sjr_27069,11-29-2023
473,sjr_20833,11-29-2023
474,sjr_21100409642,11-29-2023
475,sjr_20862,11-29-2023
476,sjr_21101049542,11-29-2023
477,sjr_17800156710,11-29-2023
478,sjr_22913,11-29-2023
479,sjr_3900148405,11-29-2023
480,sjr_22832,11-29-2023
481,sjr_23183,11-29-2023
482,sjr_28111,11-29-2023
483,sjr_21100235616,11-29-2023
484,sjr_20497,11-29-2023
485,sjr_26107,11-29-2023
486,sjr_30718,11-29-2023
487,sjr_12455,11-29-2023
488,sjr_12216,11-29-2023
489,sjr_21100944562,11-29-2023
490,sjr_21100854831,11-29-2023
491,sjr_4000151805,11-29-2023
492,sjr_21101075718,11-29-2023
493,sjr_22326,11-29-2023
494,sjr_21100466864,11-29-2023
495,sjr_12094,11-29-2023
496,sjr_3200147828,11-29-2023
497,sjr_24393,11-29-2023
498,sjr_17476,11-29-2023
499,sjr_16715,11-29-2023
500,sjr_26015,11-29-2023
501,sjr_19680,11-29-2023
502,sjr_72242,11-29-2023
503,sjr_19600166320,11-29-2023
504,sjr_29492,11-29-2023
505,sjr_15857,11-29-2023
506,sjr_26447,11-29-2023
507,sjr_25584,11-29-2023
508,sjr_27843,11-29-2023
509,sjr_26055,11-29-2023
510,sjr_23811,11-29-2023
511,sjr_18795,11-29-2023
512,sjr_15823,11-29-2023
513,sjr_24870,11-29-2023
514,sjr_16965,11-29-2023
515,sjr_21100826238,11-29-2023
516,sjr_21100255526,11-29-2023
517,sjr_17167,11-29-2023
518,sjr_29161,11-29-2023
519,sjr_21100827946,11-29-2023
520,sjr_5800194481,11-29-2023
521,sjr_21101040628,11-29-2023
522,sjr_20373,11-29-2023
523,sjr_3600148102,11-29-2023
524,sjr_4400151750,11-29-2023
525,sjr_21100894518,11-29-2023
526,sjr_64345,11-29-2023
527,sjr_22088,11-29-2023
528,sjr_19988,11-29-2023
529,sjr_4700152248,11-29-2023
530,sjr_21100826565,11-29-2023
531,sjr_21100781509,11-29-2023
532,sjr_2300147402,11-29-2023
533,sjr_14082,11-29-2023
534,sjr_15574,11-29-2023
535,sjr_21101092560,11-29-2023
536,sjr_14813,11-29-2023
537,sjr_21100976772,11-29-2023
538,sjr_19708,11-29-2023
539,sjr_29400,11-29-2023
540,sjr_19084,11-29-2023
541,sjr_28978,11-29-2023
542,sjr_27567,11-29-2023
543,sjr_27679,11-29-2023
544,sjr_21100367773,11-29-2023
545,sjr_25936,11-29-2023
546,sjr_19400157233,11-29-2023
547,sjr_17809,11-29-2023
548,sjr_17400,11-29-2023
549,sjr_17924,11-29-2023
550,sjr_21119,11-29-2023
551,sjr_20892,11-29-2023
552,sjr_12286,11-29-2023
553,sjr_23672,11-29-2023
554,sjr_21101017370,11-29-2023
555,sjr_21100850730,11-29-2023
556,sjr_17271,11-29-2023
557,sjr_26053,11-29-2023
558,sjr_21101092899,11-29-2023
559,sjr_12882,11-29-2023
560,sjr_14305,11-29-2023
561,sjr_16757,11-29-2023
562,sjr_21100217630,11-29-2023
563,sjr_21101082055,11-29-2023
564,sjr_26463,11-29-2023
565,sjr_21100232403,11-29-2023
566,sjr_7500153133,11-29-2023
567,sjr_14834,11-29-2023
568,sjr_19700201522,11-29-2023
569,sjr_19104,11-29-2023
570,sjr_5100155071,11-29-2023
571,sjr_21537,11-29-2023
572,sjr_22405,11-29-2023
573,sjr_29150,11-29-2023
574,sjr_11600153422,11-29-2023
575,sjr_24046,11-29-2023
576,sjr_4400151715,11-29-2023
577,sjr_24719,11-29-2023
578,sjr_19400158464,11-29-2023
579,sjr_24724,11-29-2023
580,sjr_21101081608,11-29-2023
581,sjr_21100203111,11-29-2023
582,sjr_26769,11-29-2023
583,sjr_26000,11-29-2023
584,sjr_19900191736,11-29-2023
585,sjr_21100861110,11-29-2023
586,sjr_24406,11-29-2023
587,sjr_20912,11-29-2023
588,sjr_21100406867,11-29-2023
589,sjr_21100886825,11-29-2023
590,sjr_30078,11-29-2023
591,sjr_15700,11-29-2023
592,sjr_21195,11-29-2023
593,sjr_22838,11-29-2023
594,sjr_21100464567,11-29-2023
595,sjr_21101060182,11-29-2023
596,sjr_19837,11-29-2023
597,sjr_20228,11-29-2023
598,sjr_20333,11-29-2023
599,sjr_19908,11-29-2023
600,sjr_17278,11-29-2023
601,sjr_25208,11-29-2023
602,sjr_29374,11-29-2023
603,sjr_20695,11-29-2023
604,sjr_21101048251,11-29-2023
605,sjr_13477,11-29-2023
606,sjr_19165,11-29-2023
607,sjr_14992,11-29-2023
608,sjr_15402,11-29-2023
609,sjr_26580,11-29-2023
610,sjr_28528,11-29-2023
611,sjr_15298,11-29-2023
612,sjr_29113,11-29-2023
613,sjr_28475,11-29-2023
614,sjr_20909,11-29-2023
615,sjr_26430,11-29-2023
616,sjr_26656,11-29-2023
617,sjr_26878,11-29-2023
618,sjr_19300156817,11-29-2023
619,sjr_21101027216,11-29-2023
620,sjr_16514,11-29-2023
621,sjr_29183,11-29-2023
622,sjr_19409,11-29-2023
623,sjr_28181,11-29-2023
624,sjr_21100850798,11-29-2023
625,sjr_27656,11-29-2023
626,sjr_20205,11-29-2023
627,sjr_21100409368,11-29-2023
628,sjr_19900191605,11-29-2023
629,sjr_21100405117,11-29-2023
630,sjr_19366,11-29-2023
631,sjr_21100879846,11-29-2023
632,sjr_14811,11-29-2023
633,sjr_20143,11-29-2023
634,sjr_22321,11-29-2023
635,sjr_18144,11-29-2023
636,sjr_21100782975,11-29-2023
637,sjr_23127,11-29-2023
638,sjr_23876,11-29-2023
639,sjr_20485,11-29-2023
640,sjr_21101070921,11-29-2023
641,sjr_36483,11-29-2023
642,sjr_17945,11-29-2023
643,sjr_14802,11-29-2023
644,sjr_25959,11-29-2023
645,sjr_28273,11-29-2023
646,sjr_28686,11-29-2023
647,sjr_13037,11-29-2023
648,sjr_28583,11-29-2023
649,sjr_12006,11-29-2023
650,sjr_21101039661,11-29-2023
651,sjr_21100403504,11-29-2023
652,sjr_11300153408,11-29-2023
653,sjr_28801,11-29-2023
654,sjr_21101037196,11-29-2023
655,sjr_21100198522,11-29-2023
656,sjr_21100405003,11-29-2023
657,sjr_25424,11-29-2023
658,sjr_21100369815,11-29-2023
659,sjr_23895,11-29-2023
660,sjr_29761,11-29-2023
661,sjr_98982,11-29-2023
662,sjr_23644,11-29-2023
663,sjr_20550,11-29-2023
664,sjr_21100200203,11-29-2023
665,sjr_26203,11-29-2023
666,sjr_16926,11-29-2023
667,sjr_20893,11-29-2023
668,sjr_12274,11-29-2023
669,sjr_18080,11-29-2023
670,sjr_21101080486,11-29-2023
671,sjr_18204,11-29-2023
672,sjr_19600157901,11-29-2023
673,sjr_28981,11-29-2023
674,sjr_16733,11-29-2023
675,sjr_23406,11-29-2023
676,sjr_21100982468,11-29-2023
677,sjr_12878,11-29-2023
678,sjr_89440,11-29-2023
679,sjr_14105,11-29-2023
680,sjr_51748,11-29-2023
681,sjr_28770,11-29-2023
682,sjr_9500154109,11-29-2023
683,sjr_15756,11-29-2023
684,sjr_24671,11-29-2023
685,sjr_5700191210,11-29-2023
686,sjr_21100779064,11-29-2023
687,sjr_20037,11-29-2023
688,sjr_13468,11-29-2023
689,sjr_17378,11-29-2023
690,sjr_21203,11-29-2023
691,sjr_15375,11-29-2023
692,sjr_21101047720,11-29-2023
693,sjr_13900154713,11-29-2023
694,sjr_21117,11-29-2023
695,sjr_26968,11-29-2023
696,sjr_19700201414,11-29-2023
697,sjr_11300153721,11-29-2023
698,sjr_21103,11-29-2023
699,sjr_20910,11-29-2023
700,sjr_27732,11-29-2023
701,sjr_21100203106,11-29-2023
702,sjr_21100242249,11-29-2023
703,sjr_21100232818,11-29-2023
704,sjr_14750,11-29-2023
705,sjr_21100463549,11-29-2023
706,sjr_21100224448,11-29-2023
707,sjr_15537,11-29-2023
708,sjr_18300156710,11-29-2023
709,sjr_21100217611,11-29-2023
710,sjr_25472,11-29-2023
711,sjr_16398,11-29-2023
712,sjr_17393,11-29-2023
713,sjr_23795,11-29-2023
714,sjr_13467,11-29-2023
715,sjr_22466,11-29-2023
716,sjr_11400153331,11-29-2023
717,sjr_27822,11-29-2023
718,sjr_29916,11-29-2023
719,sjr_17649,11-29-2023
720,sjr_20443,11-29-2023
721,sjr_16592,11-29-2023
722,sjr_28261,11-29-2023
723,sjr_21100264005,11-29-2023
724,sjr_21100901468,11-29-2023
725,sjr_21100228537,11-29-2023
726,sjr_21100855741,11-29-2023
727,sjr_19700200838,11-29-2023
728,sjr_23741,11-29-2023
729,sjr_21100244836,11-29-2023
730,sjr_146223,11-29-2023
731,sjr_12321,11-29-2023
732,sjr_19907,11-29-2023
733,sjr_20618,11-29-2023
734,sjr_22191,11-29-2023
735,sjr_14966,11-29-2023
736,sjr_18391,11-29-2023
737,sjr_21100854881,11-29-2023
738,sjr_5700169428,11-29-2023
739,sjr_21100818712,11-29-2023
740,sjr_28785,11-29-2023
741,sjr_20185,11-29-2023
742,sjr_29104,11-29-2023
743,sjr_14913,11-29-2023
744,sjr_18050,11-29-2023
745,sjr_130165,11-29-2023
746,sjr_21100831450,11-29-2023
747,sjr_19900192103,11-29-2023
748,sjr_21100787106,11-29-2023
749,sjr_73008,11-29-2023
750,sjr_12137,11-29-2023
751,sjr_16146,11-29-2023
752,sjr_28200,11-29-2023
753,sjr_95101,11-29-2023
754,sjr_21100791292,11-29-2023
755,sjr_21684,11-29-2023
756,sjr_14875,11-29-2023
757,sjr_21100865122,11-29-2023
758,sjr_21101012349,11-29-2023
759,sjr_13363,11-29-2023
760,sjr_18797,11-29-2023
761,sjr_18476,11-29-2023
762,sjr_25835,11-29-2023
763,sjr_16442,11-29-2023
764,sjr_12303,11-29-2023
765,sjr_8000153138,11-29-2023
766,sjr_26424,11-29-2023
767,sjr_21915,11-29-2023
768,sjr_21100866005,11-29-2023
769,sjr_18378,11-29-2023
770,sjr_25725,11-29-2023
771,sjr_21100924713,11-29-2023
772,sjr_24025,11-29-2023
773,sjr_22792,11-29-2023
774,sjr_80280,11-29-2023
775,sjr_21101089402,11-29-2023
776,sjr_4000149002,11-29-2023
777,sjr_21359,11-29-2023
778,sjr_18110,11-29-2023
779,sjr_19700174935,11-29-2023
780,sjr_13502,11-29-2023
781,sjr_100459,11-29-2023
782,sjr_21100932830,11-29-2023
783,sjr_21101094482,11-29-2023
784,sjr_19080,11-29-2023
785,sjr_19900192513,11-29-2023
786,sjr_19561,11-29-2023
787,sjr_14704,11-29-2023
788,sjr_29993,11-29-2023
789,sjr_21100338359,11-29-2023
790,sjr_25487,11-29-2023
791,sjr_21100430187,11-29-2023
792,sjr_21100349533,11-29-2023
793,sjr_5900153311,11-29-2023
794,sjr_5100155099,11-29-2023
795,sjr_15461,11-29-2023
796,sjr_21100788288,11-29-2023
797,sjr_110527,11-29-2023
798,sjr_17421,11-29-2023
799,sjr_20039,11-29-2023
800,sjr_21100900364,11-29-2023
801,sjr_20356,11-29-2023
802,sjr_21100244230,11-29-2023
803,sjr_21101027517,11-29-2023
804,sjr_21100200831,11-29-2023
805,sjr_21101033050,11-29-2023
806,sjr_22861,11-29-2023
807,sjr_28179,11-29-2023
808,sjr_15613,11-29-2023
809,sjr_19700190323,11-29-2023
810,sjr_19700180533,11-29-2023
811,sjr_19700200703,11-29-2023
812,sjr_12100156717,11-29-2023
813,sjr_17407,11-29-2023
814,sjr_19700175861,11-29-2023
815,sjr_18045,11-29-2023
816,sjr_21101037113,11-29-2023
817,sjr_19082,11-29-2023
818,sjr_14364,11-29-2023
819,sjr_21100904922,11-29-2023
820,sjr_130156,11-29-2023
821,sjr_16544,11-29-2023
822,sjr_21268,11-29-2023
823,sjr_11700154306,11-29-2023
824,sjr_23859,11-29-2023
825,sjr_21100870919,11-29-2023
826,sjr_26259,11-29-2023
827,sjr_4400151514,11-29-2023
828,sjr_19700174932,11-29-2023
829,sjr_21100867411,11-29-2023
830,sjr_22597,11-29-2023
831,sjr_21100398001,11-29-2023
832,sjr_13487,11-29-2023
833,sjr_13934,11-29-2023
